Date,City,State,AQI,AQI_Category,PM2.5,PM10,NO2,SO2,CO,O3,NH3,Max_Temperature_C,Min_Temperature_C,Avg_Temperature_C,Humidity_Percent,Rainfall_mm,Wind_Speed_kmh,Wind_Direction,Atmospheric_Pressure_hPa,Visibility_km,Month,Season
2020-02-08,Delhi,Delhi,226,Poor,77,143,64,43,4.63,57,26,10.4,2.0,6.2,73.8,1.71,7.8,W,1015.92,12.4,2,Winter
2020-02-09,Delhi,Delhi,296,Poor,117,176,89,59,5.66,100,45,16.2,7.1,11.7,77.0,0.0,7.3,S,1005.63,11.1,2,Winter
2020-02-10,Delhi,Delhi,100,Satisfactory,57,42,42,20,2.47,22,4,14.4,0.1,7.3,82.5,0.0,8.0,NW,1024.11,11.1,2,Winter
2020-02-11,Delhi,Delhi,193,Moderate,60,124,66,34,2.72,59,43,11.0,2.1,6.6,74.4,0.0,7.8,SE,1018.4,13.7,2,Winter
2020-02-12,Delhi,Delhi,272,Poor,112,151,77,54,5.32,102,36,17.2,2.4,9.8,48.8,0.0,10.9,NW,1029.23,13.2,2,Winter
2020-02-13,Delhi,Delhi,186,Moderate,67,118,55,32,3.94,70,23,11.0,-3.2,3.9,65.8,0.0,11.1,N,1004.08,11.0,2,Winter
2020-02-14,Delhi,Delhi,266,Poor,108,160,73,46,5.87,84,40,16.4,4.7,10.5,54.9,0.0,5.7,N,1012.14,10.3,2,Winter
2020-02-15,Delhi,Delhi,226,Poor,85,160,67,36,5.09,58,37,14.1,2.8,8.5,65.4,0.0,4.1,S,1010.29,11.5,2,Winter
2020-02-16,Delhi,Delhi,170,Moderate,66,87,44,28,3.5,55,30,10.5,-2.2,4.2,53.2,0.0,8.7,NW,1013.82,8.4,2,Winter
2020-02-17,Delhi,Delhi,159,Moderate,47,112,49,31,3.03,61,24,19.7,10.2,14.9,65.2,0.0,9.2,S,1017.39,9.0,2,Winter
2020-02-18,Delhi,Delhi,200,Moderate,70,117,69,53,3.73,70,29,13.9,3.3,8.6,41.1,0.0,9.6,W,1012.44,13.7,2,Winter
2020-02-19,Delhi,Delhi,260,Poor,81,161,79,38,6.08,87,30,13.0,3.5,8.3,61.6,0.0,5.5,NW,1039.52,15.0,2,Winter
2020-02-20,Delhi,Delhi,255,Poor,110,150,76,47,5.48,88,41,16.6,6.8,11.7,53.1,0.0,3.0,NW,1009.22,9.3,2,Winter
2020-02-21,Delhi,Delhi,198,Moderate,77,118,50,44,3.98,91,31,15.4,0.9,8.1,70.6,0.0,8.5,NW,1015.13,12.6,2,Winter
2020-02-22,Delhi,Delhi,237,Poor,84,149,65,48,4.78,82,33,12.5,4.4,8.5,67.9,0.0,12.2,S,1006.64,12.2,2,Winter
2020-02-23,Delhi,Delhi,178,Moderate,78,111,56,44,3.45,48,13,13.9,-1.0,6.5,67.4,0.0,11.5,W,1016.7,12.3,2,Winter
2020-02-24,Delhi,Delhi,187,Moderate,69,115,56,30,3.96,68,24,16.4,6.9,11.6,74.9,0.0,9.8,NW,1015.7,8.7,2,Winter
2020-02-25,Delhi,Delhi,124,Moderate,69,71,34,22,2.82,54,14,16.2,6.2,11.2,71.8,0.0,10.3,W,1017.19,15.0,2,Winter
2020-02-26,Delhi,Delhi,207,Poor,78,124,76,43,3.4,55,22,19.2,10.8,15.0,68.0,0.0,10.6,W,1022.99,8.9,2,Winter
2020-02-27,Delhi,Delhi,199,Moderate,79,101,49,40,4.2,64,30,16.2,1.3,8.7,67.6,45.12,9.6,SE,1025.22,12.6,2,Winter
2020-02-28,Delhi,Delhi,203,Poor,74,125,67,40,3.38,55,34,18.0,3.2,10.6,68.2,0.0,7.2,N,1000.85,11.2,2,Winter
2020-02-29,Delhi,Delhi,257,Poor,86,154,58,58,5.05,101,35,20.4,6.2,13.3,73.9,0.0,8.9,W,1020.62,6.8,2,Winter
2020-03-01,Delhi,Delhi,133,Moderate,39,57,41,23,3.15,42,18,20.9,11.7,16.3,57.1,0.0,5.4,N,1027.57,8.1,3,Spring
2020-03-02,Delhi,Delhi,243,Poor,104,145,58,48,4.72,65,39,18.7,10.2,14.5,78.2,0.0,8.4,SW,1032.2,12.1,3,Spring
2020-03-03,Delhi,Delhi,139,Moderate,44,80,48,29,3.2,31,21,19.2,7.8,13.5,51.2,0.0,5.9,NW,1025.86,11.9,3,Spring
2020-03-04,Delhi,Delhi,135,Moderate,48,93,59,25,3.18,60,12,26.5,14.2,20.3,57.5,0.0,8.9,SE,1003.63,7.7,3,Spring
2020-03-05,Delhi,Delhi,186,Moderate,72,121,56,29,3.5,52,17,26.7,15.1,20.9,84.7,0.0,3.7,SW,1007.72,11.7,3,Spring
2020-03-06,Delhi,Delhi,216,Poor,96,106,56,44,3.88,69,40,20.9,12.4,16.7,73.4,0.0,7.8,N,1011.8,10.7,3,Spring
2020-03-07,Delhi,Delhi,111,Moderate,44,40,24,21,2.67,27,16,22.6,9.6,16.1,51.5,0.0,8.1,S,1003.08,9.6,3,Spring
2020-03-08,Delhi,Delhi,209,Poor,95,128,64,39,4.19,76,20,26.1,13.0,19.5,69.2,0.0,7.3,E,1013.28,13.4,3,Spring
2020-03-09,Delhi,Delhi,223,Poor,79,123,52,43,4.02,66,38,17.8,8.2,13.0,54.5,0.0,9.3,W,1010.62,13.0,3,Spring
2020-03-10,Delhi,Delhi,187,Moderate,83,81,58,39,3.58,71,32,20.8,8.9,14.8,50.3,0.0,10.1,N,1012.98,11.3,3,Spring
2020-03-11,Delhi,Delhi,174,Moderate,75,126,58,37,2.77,66,20,25.3,14.2,19.7,53.2,0.0,6.2,S,998.75,9.0,3,Spring
2020-03-12,Delhi,Delhi,241,Poor,101,140,71,50,4.53,80,36,22.6,11.6,17.1,70.6,0.0,9.3,NW,1019.12,9.6,3,Spring
2020-03-13,Delhi,Delhi,45,Good,7,9,10,5,0.37,28,8,26.2,13.3,19.8,63.0,0.0,12.9,NE,1012.81,6.7,3,Spring
2020-03-14,Delhi,Delhi,208,Poor,81,149,78,40,4.82,70,31,18.6,9.3,13.9,71.0,0.0,7.4,NW,1014.5,10.6,3,Spring
2020-03-15,Delhi,Delhi,191,Moderate,67,101,45,39,3.42,71,22,26.3,16.0,21.2,63.6,0.0,8.2,NE,1017.02,6.1,3,Spring
2020-03-16,Delhi,Delhi,165,Moderate,63,102,40,37,3.8,58,27,26.1,17.1,21.6,61.6,0.0,0.0,NE,997.38,6.0,3,Spring
2020-03-17,Delhi,Delhi,128,Moderate,63,78,51,28,2.04,20,19,22.7,10.5,16.6,70.4,0.0,8.7,SE,997.36,13.0,3,Spring
2020-03-18,Delhi,Delhi,191,Moderate,70,119,52,35,4.01,61,31,22.1,10.4,16.2,69.4,0.0,5.5,NE,983.94,13.6,3,Spring
2020-03-19,Delhi,Delhi,190,Moderate,81,88,57,47,4.1,88,26,26.0,14.3,20.1,64.2,0.0,14.7,S,997.43,10.6,3,Spring
2020-03-20,Delhi,Delhi,125,Moderate,59,87,23,26,2.18,54,16,23.7,14.3,19.0,72.6,0.0,6.5,E,1004.08,12.3,3,Spring
2020-03-21,Delhi,Delhi,148,Moderate,66,64,53,25,2.36,43,15,21.6,13.5,17.5,75.3,0.0,11.2,E,999.81,11.2,3,Spring
2020-03-22,Delhi,Delhi,177,Moderate,66,119,59,37,2.71,66,21,28.2,13.2,20.7,65.5,0.0,9.3,NW,1000.89,8.1,3,Spring
2020-03-23,Delhi,Delhi,188,Moderate,67,136,48,39,3.64,39,32,26.2,13.8,20.0,57.7,0.0,7.5,NW,1027.02,10.5,3,Spring
2020-03-24,Delhi,Delhi,183,Moderate,69,109,52,43,3.61,46,16,23.8,12.7,18.3,54.2,0.0,14.6,E,1015.45,11.2,3,Spring
2020-03-25,Delhi,Delhi,162,Moderate,54,105,40,37,4.1,61,41,22.5,14.0,18.2,74.4,0.0,8.7,E,1020.38,9.6,3,Spring
2020-03-26,Delhi,Delhi,167,Moderate,75,85,42,36,3.11,64,17,22.4,13.6,18.0,56.7,0.0,5.8,E,1000.92,11.6,3,Spring
2020-03-27,Delhi,Delhi,214,Poor,99,116,63,43,4.25,58,33,31.7,22.6,27.1,76.5,0.0,3.2,W,1003.32,10.0,3,Spring
2020-03-28,Delhi,Delhi,222,Poor,92,123,61,44,4.78,77,30,29.4,17.0,23.2,63.4,0.0,7.3,E,1016.55,10.6,3,Spring
2020-03-29,Delhi,Delhi,172,Moderate,60,125,43,32,3.98,79,23,28.4,16.3,22.4,73.2,0.0,7.5,E,1000.24,9.1,3,Spring
2020-03-30,Delhi,Delhi,232,Poor,99,130,68,44,4.86,85,38,27.4,17.2,22.3,63.6,0.0,9.2,SE,1025.41,6.1,3,Spring
2020-03-31,Delhi,Delhi,163,Moderate,66,72,57,38,3.87,48,25,30.6,17.3,24.0,45.5,0.0,6.1,NE,1014.86,9.3,3,Spring
2020-04-01,Delhi,Delhi,135,Moderate,43,69,32,26,2.21,44,10,25.4,15.6,20.5,63.7,8.37,6.8,SE,1016.75,10.1,4,Spring
2020-04-02,Delhi,Delhi,109,Moderate,68,82,34,17,2.7,32,17,30.0,19.1,24.6,51.2,0.0,9.8,N,1026.1,10.6,4,Spring
2020-04-03,Delhi,Delhi,140,Moderate,56,61,34,18,2.44,57,17,32.1,18.6,25.4,55.4,0.0,6.4,N,1014.04,13.3,4,Spring
2020-04-04,Delhi,Delhi,96,Satisfactory,32,60,34,10,1.41,14,23,32.7,23.9,28.3,68.4,0.0,13.6,W,1005.47,11.3,4,Spring
2020-04-05,Delhi,Delhi,159,Moderate,51,85,53,38,3.55,50,23,30.8,18.1,24.5,63.5,0.0,5.8,SE,1006.02,6.6,4,Spring
2020-04-06,Delhi,Delhi,147,Moderate,55,81,52,21,2.07,36,19,33.0,18.6,25.8,71.5,0.0,6.1,E,1019.85,9.4,4,Spring
2020-04-07,Delhi,Delhi,165,Moderate,56,118,64,27,3.41,47,26,30.6,22.3,26.5,63.1,0.0,8.8,SW,1024.41,10.0,4,Spring
2020-04-08,Delhi,Delhi,223,Poor,79,126,72,44,3.98,84,31,28.2,19.8,24.0,67.2,0.0,2.4,S,999.62,7.7,4,Spring
2020-04-09,Delhi,Delhi,107,Moderate,49,80,28,26,1.88,41,21,34.0,25.3,29.7,61.6,0.0,6.8,W,1015.61,5.2,4,Spring
2020-04-10,Delhi,Delhi,141,Moderate,52,88,30,33,2.36,47,24,29.6,14.6,22.1,79.7,0.0,12.5,W,1000.64,9.5,4,Spring
2020-04-11,Delhi,Delhi,117,Moderate,52,83,31,24,2.26,22,12,30.7,20.8,25.7,51.1,0.0,5.2,W,998.88,7.6,4,Spring
2020-04-12,Delhi,Delhi,169,Moderate,56,111,43,29,3.18,51,33,27.9,13.6,20.7,72.3,0.0,9.6,SW,1004.24,7.7,4,Spring
2020-04-13,Delhi,Delhi,223,Poor,93,132,64,43,4.66,70,44,30.0,16.8,23.4,54.0,0.0,4.8,SE,1005.93,11.2,4,Spring
2020-04-14,Delhi,Delhi,178,Moderate,73,104,61,43,3.1,65,37,34.6,24.3,29.4,56.3,0.0,10.1,NE,987.19,8.6,4,Spring
2020-04-15,Delhi,Delhi,157,Moderate,72,93,41,21,3.72,68,27,32.7,23.5,28.1,59.5,0.0,9.6,S,1028.13,8.1,4,Spring
2020-04-16,Delhi,Delhi,191,Moderate,96,118,50,41,3.64,49,22,34.3,22.6,28.4,67.9,0.0,9.8,W,1032.82,7.9,4,Spring
2020-04-17,Delhi,Delhi,148,Moderate,47,91,49,27,2.9,62,25,35.5,26.1,30.8,90.9,0.0,5.4,S,1016.76,7.8,4,Spring
2020-04-18,Delhi,Delhi,190,Moderate,68,117,62,36,4.67,63,20,33.2,24.7,28.9,77.3,0.0,7.4,E,1027.64,9.4,4,Spring
2020-04-19,Delhi,Delhi,169,Moderate,60,104,58,32,3.39,70,29,38.8,26.2,32.5,77.9,0.0,10.2,N,1015.74,8.4,4,Spring
2020-04-20,Delhi,Delhi,250,Poor,105,155,76,57,5.03,96,31,34.7,26.2,30.5,51.2,0.0,7.5,NE,1029.55,7.3,4,Spring
2020-04-21,Delhi,Delhi,191,Moderate,72,104,60,36,4.07,67,25,34.5,22.7,28.6,75.7,0.0,7.9,SE,1005.01,7.9,4,Spring
2020-04-22,Delhi,Delhi,241,Poor,78,134,73,48,5.45,95,44,39.5,28.8,34.1,54.0,0.0,14.7,E,1010.31,5.9,4,Spring
2020-04-23,Delhi,Delhi,175,Moderate,72,87,64,29,3.32,52,35,36.9,23.0,30.0,76.7,0.0,7.8,SE,1005.92,11.6,4,Spring
2020-04-24,Delhi,Delhi,136,Moderate,57,62,42,24,2.89,37,14,38.0,24.6,31.3,69.0,0.0,10.7,E,1018.08,7.8,4,Spring
2020-04-25,Delhi,Delhi,221,Poor,100,117,65,45,5.11,73,39,30.7,20.9,25.8,79.5,0.0,7.5,S,1023.34,9.7,4,Spring
2020-04-26,Delhi,Delhi,128,Moderate,53,85,34,30,2.38,44,15,37.5,26.3,31.9,84.5,0.0,3.1,E,1007.22,9.4,4,Spring
2020-04-27,Delhi,Delhi,139,Moderate,46,94,47,33,2.97,40,30,37.7,25.6,31.7,66.1,0.0,3.1,NW,1007.4,2.6,4,Spring
2020-04-28,Delhi,Delhi,159,Moderate,60,87,42,44,3.08,60,14,41.1,27.0,34.0,58.0,0.0,9.3,SE,1007.2,6.6,4,Spring
2020-04-29,Delhi,Delhi,177,Moderate,59,109,52,43,3.07,71,36,33.8,25.0,29.4,72.6,0.0,9.4,SW,1017.86,8.1,4,Spring
2020-04-30,Delhi,Delhi,166,Moderate,58,123,47,31,3.08,69,31,33.7,20.7,27.2,64.4,0.0,3.0,SW,1007.19,8.1,4,Spring
2020-05-01,Delhi,Delhi,263,Poor,103,163,70,48,6.32,96,46,37.6,24.5,31.1,54.6,0.0,10.8,E,1015.3,8.3,5,Spring
2020-05-02,Delhi,Delhi,188,Moderate,60,102,64,38,3.96,75,28,42.8,32.1,37.5,70.0,0.0,9.9,NW,1003.75,2.8,5,Spring
2020-05-03,Delhi,Delhi,191,Moderate,67,95,55,44,3.69,76,22,39.0,29.2,34.1,86.2,0.0,8.8,SW,1014.86,9.7,5,Spring
2020-05-04,Delhi,Delhi,168,Moderate,82,119,49,35,3.05,81,22,37.8,25.8,31.8,61.8,0.0,6.6,NE,1009.06,3.8,5,Spring
2020-05-05,Delhi,Delhi,175,Moderate,65,104,58,35,3.03,63,35,33.3,20.8,27.1,61.2,0.0,6.2,N,991.93,6.5,5,Spring
2020-05-06,Delhi,Delhi,141,Moderate,42,92,33,19,2.78,53,23,37.0,26.9,31.9,51.3,0.0,8.9,E,1027.77,10.3,5,Spring
2020-05-07,Delhi,Delhi,169,Moderate,57,99,57,31,3.32,63,18,35.3,22.9,29.1,69.8,0.0,8.5,NE,1004.64,6.1,5,Spring
2020-05-08,Delhi,Delhi,191,Moderate,66,104,58,43,3.58,60,31,42.2,32.0,37.1,63.3,0.0,10.5,SE,1024.47,6.6,5,Spring
2020-05-09,Delhi,Delhi,119,Moderate,57,71,33,23,2.0,47,19,35.7,25.8,30.8,67.1,0.0,6.5,SE,1014.5,8.6,5,Spring
2020-05-10,Delhi,Delhi,148,Moderate,35,94,59,25,3.37,48,23,36.9,28.3,32.6,64.9,0.0,8.7,SW,1037.38,7.1,5,Spring
2020-05-11,Delhi,Delhi,175,Moderate,69,104,53,35,3.6,59,13,39.7,25.0,32.4,58.7,0.0,8.4,NE,1018.32,3.4,5,Spring
2020-05-12,Delhi,Delhi,129,Moderate,51,76,30,33,2.1,40,31,42.8,31.5,37.1,70.0,0.0,7.6,N,1003.78,7.7,5,Spring
2020-05-13,Delhi,Delhi,138,Moderate,44,72,49,25,2.97,17,28,39.5,25.8,32.6,64.8,0.0,7.6,SW,1022.84,7.0,5,Spring
2020-05-14,Delhi,Delhi,158,Moderate,75,110,44,29,3.45,74,25,40.0,31.6,35.8,68.3,0.0,2.6,SW,1016.23,10.7,5,Spring
2020-05-15,Delhi,Delhi,293,Poor,123,169,96,62,4.66,101,42,43.9,33.4,38.6,61.7,0.0,5.3,SW,1028.5,5.5,5,Spring
2020-05-16,Delhi,Delhi,161,Moderate,61,84,43,33,3.53,55,26,44.2,35.6,39.9,53.0,0.0,10.2,SW,1007.32,3.0,5,Spring
2020-05-17,Delhi,Delhi,142,Moderate,53,65,33,32,2.53,46,23,42.6,33.2,37.9,74.5,0.0,7.6,W,1003.75,5.9,5,Spring
2020-05-18,Delhi,Delhi,180,Moderate,67,111,65,39,4.39,76,22,43.1,32.9,38.0,83.0,0.0,8.3,NW,1011.47,4.9,5,Spring
2020-05-19,Delhi,Delhi,212,Poor,83,136,66,43,4.67,61,32,36.2,27.6,31.9,55.9,0.0,11.1,SW,1022.6,4.0,5,Spring
2020-05-20,Delhi,Delhi,205,Poor,69,114,61,31,3.91,77,38,40.6,25.8,33.2,63.1,0.0,8.6,W,1013.68,3.7,5,Spring
2020-05-21,Delhi,Delhi,179,Moderate,66,94,53,31,3.65,50,31,41.2,28.2,34.7,70.2,0.0,7.4,E,1021.77,8.6,5,Spring
2020-05-22,Delhi,Delhi,151,Moderate,38,89,54,31,3.44,58,24,48.7,35.8,42.3,62.4,0.0,6.4,NW,1004.55,10.4,5,Spring
2020-05-23,Delhi,Delhi,123,Moderate,61,74,37,16,1.92,41,11,40.3,25.7,33.0,45.0,0.0,4.5,S,1025.13,5.7,5,Spring
2020-05-24,Delhi,Delhi,126,Moderate,43,70,37,15,2.94,25,13,46.3,31.8,39.0,69.3,0.0,8.5,W,1012.02,6.3,5,Spring
2020-05-25,Delhi,Delhi,145,Moderate,63,67,39,32,3.14,57,24,42.9,32.2,37.5,60.7,0.0,9.4,SW,1014.17,3.5,5,Spring
2020-05-26,Delhi,Delhi,209,Poor,100,163,63,47,4.91,60,23,40.8,27.9,34.3,42.8,0.0,8.9,W,1025.33,6.6,5,Spring
2020-05-27,Delhi,Delhi,115,Moderate,43,52,39,29,2.84,40,8,47.6,33.9,40.7,54.4,0.0,7.0,NW,1018.09,7.6,5,Spring
2020-05-28,Delhi,Delhi,184,Moderate,83,85,66,36,3.21,55,18,46.1,34.8,40.4,54.7,0.0,8.9,NW,1026.48,6.0,5,Spring
2020-05-29,Delhi,Delhi,220,Poor,79,126,72,48,4.96,111,39,34.9,23.0,29.0,58.0,0.0,9.5,E,1010.08,7.4,5,Spring
2020-05-30,Delhi,Delhi,182,Moderate,94,114,39,45,4.04,77,27,45.3,31.9,38.6,70.9,0.0,14.2,NE,1005.43,5.5,5,Spring
2020-05-31,Delhi,Delhi,143,Moderate,60,74,34,38,3.3,50,19,43.4,31.2,37.3,69.7,0.0,8.6,SW,1024.04,7.9,5,Spring
2020-06-01,Delhi,Delhi,153,Moderate,50,90,33,31,2.85,37,30,36.8,25.8,31.3,80.8,0.0,10.6,NW,1006.27,5.6,6,Monsoon
2020-06-02,Delhi,Delhi,118,Moderate,60,72,37,17,2.03,56,19,39.9,29.8,34.9,82.1,0.0,11.5,W,1018.08,9.5,6,Monsoon
2020-06-03,Delhi,Delhi,179,Moderate,60,106,40,35,3.31,64,22,41.4,30.0,35.7,91.0,20.39,3.9,NE,1009.23,6.2,6,Monsoon
2020-06-04,Delhi,Delhi,136,Moderate,68,92,38,25,3.71,55,16,46.7,34.2,40.4,92.6,0.0,4.2,N,1013.23,6.2,6,Monsoon
2020-06-05,Delhi,Delhi,127,Moderate,58,56,34,22,2.49,65,19,49.3,36.9,43.1,78.7,0.0,6.1,N,1030.0,5.1,6,Monsoon
2020-06-06,Delhi,Delhi,176,Moderate,69,103,54,41,3.83,71,24,44.7,33.9,39.3,78.2,0.0,8.6,S,1027.75,4.7,6,Monsoon
2020-06-07,Delhi,Delhi,150,Moderate,58,59,49,27,2.41,39,28,41.8,32.2,37.0,75.9,0.0,5.8,W,1013.51,7.1,6,Monsoon
2020-06-08,Delhi,Delhi,201,Poor,85,145,55,39,3.96,70,32,47.7,39.1,43.4,91.3,2.5,4.9,W,1022.94,3.5,6,Monsoon
2020-06-09,Delhi,Delhi,128,Moderate,54,78,32,30,2.52,57,16,42.1,33.2,37.6,85.2,0.0,8.9,SE,1007.22,9.0,6,Monsoon
2020-06-10,Delhi,Delhi,183,Moderate,82,100,62,42,3.47,99,28,47.7,37.6,42.7,98.6,0.0,12.4,E,1023.93,1.8,6,Monsoon
2020-06-11,Delhi,Delhi,151,Moderate,68,92,48,29,3.32,64,22,48.7,40.7,44.7,63.8,0.0,9.5,W,1019.93,4.2,6,Monsoon
2020-06-12,Delhi,Delhi,183,Moderate,74,132,54,38,4.24,75,34,42.9,30.2,36.6,72.4,0.0,8.9,S,1006.44,8.9,6,Monsoon
2020-06-13,Delhi,Delhi,116,Moderate,53,57,28,19,2.23,44,18,47.6,34.6,41.1,87.8,0.0,8.6,W,1005.99,4.3,6,Monsoon
2020-06-14,Delhi,Delhi,109,Moderate,43,51,31,14,2.6,39,16,41.9,30.4,36.1,93.9,0.0,7.3,S,1006.21,7.8,6,Monsoon
2020-06-15,Delhi,Delhi,148,Moderate,52,94,54,34,3.18,18,21,45.1,34.8,39.9,85.1,0.0,12.6,SW,1014.51,2.1,6,Monsoon
2020-06-16,Delhi,Delhi,134,Moderate,44,43,44,23,3.1,55,25,44.5,29.8,37.2,76.4,0.0,2.5,NW,998.62,6.5,6,Monsoon
2020-06-17,Delhi,Delhi,138,Moderate,61,94,53,32,2.55,74,22,52.1,43.1,47.6,87.1,0.0,3.9,W,1006.95,5.5,6,Monsoon
2020-06-18,Delhi,Delhi,125,Moderate,45,86,52,30,2.69,12,21,42.4,31.7,37.1,91.3,2.59,11.0,NE,1017.52,7.4,6,Monsoon
2020-06-19,Delhi,Delhi,125,Moderate,50,84,33,26,2.8,42,11,44.5,35.2,39.8,78.7,0.0,13.1,NE,1004.74,5.5,6,Monsoon
2020-06-20,Delhi,Delhi,115,Moderate,45,47,25,13,1.81,36,1,44.2,31.3,37.8,72.7,0.0,7.1,NW,1011.43,4.8,6,Monsoon
2020-06-21,Delhi,Delhi,107,Moderate,32,87,33,15,1.92,55,22,44.5,30.2,37.3,94.3,11.07,6.4,N,1016.52,4.9,6,Monsoon
2020-06-22,Delhi,Delhi,181,Moderate,84,110,57,37,3.72,60,17,47.7,39.5,43.6,86.6,0.0,8.1,SE,1017.39,8.4,6,Monsoon
2020-06-23,Delhi,Delhi,154,Moderate,56,81,37,26,3.18,63,11,40.9,31.7,36.3,91.2,0.0,9.5,SW,1013.3,7.6,6,Monsoon
2020-06-24,Delhi,Delhi,140,Moderate,58,70,27,29,2.36,48,27,46.7,32.8,39.8,92.8,0.0,13.5,N,1002.63,7.0,6,Monsoon
2020-06-25,Delhi,Delhi,158,Moderate,58,109,51,26,3.51,69,24,43.3,33.0,38.1,81.1,4.72,8.6,NE,1007.32,8.2,6,Monsoon
2020-06-26,Delhi,Delhi,85,Satisfactory,61,40,36,21,0.97,33,8,41.9,28.3,35.1,68.0,0.0,8.4,W,1033.57,3.7,6,Monsoon
2020-06-27,Delhi,Delhi,116,Moderate,40,71,49,20,2.62,44,18,45.3,34.4,39.8,64.5,0.0,7.8,SW,1021.38,3.7,6,Monsoon
2020-06-28,Delhi,Delhi,71,Satisfactory,22,28,1,14,1.92,21,21,47.3,39.3,43.3,88.0,0.0,4.0,N,996.06,5.3,6,Monsoon
2020-06-29,Delhi,Delhi,114,Moderate,38,58,22,22,2.54,37,20,48.9,38.0,43.4,78.3,2.51,8.0,N,1003.64,4.1,6,Monsoon
2020-06-30,Delhi,Delhi,110,Moderate,50,73,23,24,2.19,37,11,39.8,29.1,34.5,89.9,0.0,5.1,SW,1029.83,7.5,6,Monsoon
2020-07-01,Delhi,Delhi,92,Satisfactory,38,64,26,22,1.56,27,9,45.0,33.1,39.1,77.5,0.0,8.7,SW,1009.38,3.9,7,Monsoon
2020-07-02,Delhi,Delhi,150,Moderate,59,91,38,28,3.99,28,16,45.2,33.9,39.6,86.1,0.0,7.5,W,1009.57,6.2,7,Monsoon
2020-07-03,Delhi,Delhi,109,Moderate,45,51,28,18,2.0,36,17,41.6,28.8,35.2,82.8,0.0,3.4,SE,1007.48,8.1,7,Monsoon
2020-07-04,Delhi,Delhi,167,Moderate,74,104,47,35,3.31,82,21,45.6,31.6,38.6,82.4,0.0,8.4,NW,1021.65,4.3,7,Monsoon
2020-07-05,Delhi,Delhi,65,Satisfactory,6,51,24,14,0.2,37,6,44.2,29.5,36.9,80.3,16.92,12.3,S,1018.78,5.6,7,Monsoon
2020-07-06,Delhi,Delhi,189,Moderate,80,123,60,32,4.39,56,25,41.4,30.2,35.8,83.8,0.0,10.9,SE,1014.61,5.5,7,Monsoon
2020-07-07,Delhi,Delhi,144,Moderate,61,74,44,27,2.9,75,12,42.2,28.6,35.4,90.8,0.0,2.3,SW,1007.98,3.4,7,Monsoon
2020-07-08,Delhi,Delhi,124,Moderate,55,74,50,25,2.29,73,19,47.5,35.0,41.2,97.8,0.0,4.2,NE,1017.29,7.6,7,Monsoon
2020-07-09,Delhi,Delhi,142,Moderate,57,94,33,35,2.95,49,28,48.0,37.5,42.8,75.1,0.0,11.6,NE,994.47,5.1,7,Monsoon
2020-07-10,Delhi,Delhi,179,Moderate,70,89,58,31,4.43,70,26,41.8,27.4,34.6,84.2,4.75,11.6,E,1010.97,4.8,7,Monsoon
2020-07-11,Delhi,Delhi,115,Moderate,48,68,30,26,2.46,45,9,44.7,34.6,39.7,84.6,2.18,8.0,S,1005.84,9.6,7,Monsoon
2020-07-12,Delhi,Delhi,133,Moderate,58,92,27,26,2.85,45,23,43.1,32.1,37.6,75.7,10.53,5.1,NE,1015.14,5.7,7,Monsoon
2020-07-13,Delhi,Delhi,123,Moderate,56,76,34,30,1.8,54,11,42.3,28.4,35.4,98.2,0.0,5.3,N,1016.19,9.1,7,Monsoon
2020-07-14,Delhi,Delhi,126,Moderate,60,72,40,21,2.17,39,23,45.4,34.8,40.1,98.9,0.0,9.4,S,1020.07,6.0,7,Monsoon
2020-07-15,Delhi,Delhi,168,Moderate,65,100,44,31,2.55,51,19,43.2,30.3,36.8,82.8,0.0,4.3,S,1011.74,3.3,7,Monsoon
2020-07-16,Delhi,Delhi,142,Moderate,58,36,36,29,3.27,21,15,40.4,28.8,34.6,63.2,0.0,9.3,SE,1014.69,9.1,7,Monsoon
2020-07-17,Delhi,Delhi,91,Satisfactory,35,36,27,14,1.46,51,22,40.5,27.8,34.1,95.9,0.0,8.2,E,1013.46,4.3,7,Monsoon
2020-07-18,Delhi,Delhi,135,Moderate,49,75,30,30,2.79,56,25,45.8,36.8,41.3,88.1,0.0,11.1,SW,1020.71,4.9,7,Monsoon
2020-07-19,Delhi,Delhi,124,Moderate,28,71,42,17,1.81,57,23,43.8,30.8,37.3,81.5,0.0,7.9,E,1004.25,7.7,7,Monsoon
2020-07-20,Delhi,Delhi,183,Moderate,74,120,46,47,3.79,76,27,38.1,24.5,31.3,69.5,0.0,7.4,SE,1010.25,6.4,7,Monsoon
2020-07-21,Delhi,Delhi,148,Moderate,51,74,42,33,2.7,70,20,44.7,35.1,39.9,65.6,11.24,5.4,NE,1026.72,6.0,7,Monsoon
2020-07-22,Delhi,Delhi,119,Moderate,48,96,24,26,2.32,37,13,39.5,29.8,34.6,89.4,0.0,8.9,N,1004.13,3.5,7,Monsoon
2020-07-23,Delhi,Delhi,112,Moderate,41,39,29,18,1.4,42,9,41.4,30.7,36.0,84.4,3.18,6.6,SE,1017.15,8.0,7,Monsoon
2020-07-24,Delhi,Delhi,185,Moderate,67,115,50,37,3.03,66,35,43.6,35.2,39.4,90.5,3.86,13.6,S,1012.68,8.2,7,Monsoon
2020-07-25,Delhi,Delhi,155,Moderate,62,75,42,29,2.88,52,23,45.4,32.7,39.0,79.2,1.61,11.1,N,1012.55,7.4,7,Monsoon
